Transaction_ID,Date,Time,Merchant_ID,Customer_ID,Device_ID,Transaction_Type,Payment_Gateway,Transaction_City,Transaction_State,IP_Address,Transaction_Status,Device_OS,Transaction_Frequency,Merchant_Category,Transaction_Channel,Transaction_Amount_Deviation,Days_Since_Last_Transaction,amount,fraud
T10001879,19/11/23,04:26:47,797023d2-eb92-4bba-b7ff-0cdc687140e9,71559272-96a6-4e16-b13e-634d979973ec,8a30f867-b66e-4d76-af72-4ee28db74f01,Bill Payment,UPI Pay,Solapur,Arunachal Pradesh,188.117.150.26,Failed,Windows,2,Utilities,In-store,-67.19082338322279,6,108.0149662007927,1
T10001880,01/12/23,11:31:30,059078ae-4edf-40a1-8de5-58635a607b4d,54530d38-ad37-4670-8d50-5f12d3a72f58,6e384607-eb15-4812-aea2-202d391d8d58,Bank Transfer,Bank of Data,Chittoor,Kerala,141.9.142.20,Completed,iOS,1,Investment,In-store,7.73192556918102,26,678.1290909241703,1
T10001881,14/11/23,08:16:23,cb43ca29-e9f1-4002-ba31-c030df857106,713b5a31-d08a-43ef-b8d5-514fd7f2514b,b4e553b8-bc21-40ab-85e9-e213afd384a7,Other,SamplePay,Vijayawada,Telangana,165.206.232.221,Failed,MacOS,9,Investment,Online,-53.004288845147094,5,44.66860190486242,0
T10001882,08/05/23,11:49:58,a67d1c2d-f040-45f3-9471-c16bd26dbad2,4fac8523-dd09-4075-a6ab-86cc0ea2b833,16fca35f-75c8-4187-9749-b43d259aee06,Subscription,UPI Pay,Thiruvananthapuram,Odisha,85.9.233.230,Completed,iOS,0,Other,In-store,62.375562165776884,17,39.229593683335025,0
T10001883,22/10/23,06:46:07,13044e01-e359-4afd-befa-095891c8d749,c63e3991-7921-4c86-bf9e-b99b0a00dc23,cf62bb94-fd9b-4529-9122-0497c33cf98d,Other,UPI Pay,Barasat,Assam,173.90.65.211,Pending,Windows,2,Brand Vouchers and OTT,In-store,29.374091192738675,9,13.362088357573231,0
T10001884,16/11/23,04:43:37,37575f30-eb69-4dc6-8528-84779bd23b6c,2d663c24-d2fe-41bf-bdc5-8995ea1996b8,edcc536e-6470-431a-b96c-482c5604beb1,Bill Payment,Alpha Bank,Sri Ganganagar,Jharkhand,151.169.51.120,Completed,Android,4,Home delivery,In-store,-60.908704270052105,18,7.360269478560635,0
T10001885,04/08/23,11:33:04,c3a8492c-4696-4859-890f-97a3ac4e9374,18f3a39d-ca9f-4159-843a-6e72030a0bff,8c60914a-0625-48fb-a05d-503e48245937,Subscription,Gamma Bank,Jamnagar,Goa,189.237.178.19,Failed,Android,1,Financial services and Taxes,Online,69.20996849796808,23,5.110600612022541,0
T10001886,01/02/24,07:41:48,af5be9c2-2a2b-4dc0-a627-da14a1c82da7,847b97a9-b970-4349-8fad-71a8b28c42bd,99e69766-8980-4188-a323-44e0db9f0941,Refund,Gamma Bank,Chittoor,Bihar,134.60.249.52,Failed,iOS,1,Utilities,In-store,-52.15674949325311,7,44.37779186018119,0
T10001887,14/02/24,05:51:42,f22cae3d-6a73-4ade-832a-84fa2ae9442d,f37be494-0eff-431c-a70c-43e8e696857b,a6db6529-31e3-4838-9064-c7f499a151c1,Bill Payment,Alpha Bank,Bally,Jharkhand,74.201.66.23,Failed,iOS,0,Other,Online,42.960485360547324,15,13.224579526290498,0
T10001888,08/07/23,05:19:49,3209f366-1360-4449-83d0-12e2d86df5bc,b1bd0a59-6c76-4312-b4e3-8f69bb732948,bcb77eb2-cde2-4654-a0c3-4cbf6a8cbaf3,Investment,Gamma Bank,Imphal,Nagaland,84.179.170.166,Completed,Windows,4,Purchases,In-store,-39.527589186122654,0,19.467582170970296,0
T10001889,09/08/23,07:58:04,3778be3d-2dc8-4a9f-9df9-98d06b5c12b3,9432e98b-74fc-41e1-8b90-6283e3279d66,bafd7875-b644-49a5-8991-8cd6c3ee12a3,Other,Dummy Bank,Panvel,Kerala,145.44.233.133,Pending,Android,1,More Services,Mobile,-5.991460137571932,27,260.321751945675,1
T10001890,18/03/24,12:09:37,aa8554a2-b5f7-4cd8-83b6-699746788739,bade21df-7718-4f21-a24d-7868462f4f6f,e66022cc-b264-4c96-85ea-8dbd8b0b9fba,Purchase,SamplePay,Chennai,Mizoram,217.158.177.103,Pending,Windows,0,Utilities,In-store,107.90622940319908,9,146.76210838349044,1
T10001891,29/07/23,08:39:52,ed59a7fd-6f79-4d97-b199-4c1cdf831cda,cc0b9dc8-602f-4660-8906-b4e7d64f7a3b,8675c5d2-6489-4b20-a9fe-7b6f128205d7,Purchase,Sigma Bank,Buxar,Tamil Nadu,156.164.112.145,Completed,MacOS,4,More Services,Mobile,46.282897796678625,21,39.12255874861529,0
T10001892,08/02/24,06:03:31,9ef4a67d-6024-4773-bcee-f34fafeb749d,1f9abb6d-a13e-4b47-8917-21aba4e9b644,de4c0ce0-f633-4502-a7bd-36bbd1cf687a,Subscription,Sigma Bank,Ichalkaranji,Meghalaya,14.166.125.188,Completed,Android,0,More Services,Mobile,4.115091368552233,13,20.590703850220788,0
T10001893,08/12/23,08:03:26,dc7ee69b-aced-4088-8459-249a87082532,8d59fa72-7c7a-43db-9885-7ad90f09c096,00435d44-ea4b-4a73-bd8d-5cf930a270a1,Other,Gamma Bank,Anand,Manipur,160.113.178.191,Completed,Android,19,Home delivery,In-store,50.72346129542848,15,261.19065885974794,1
T10001894,02/02/24,06:07:45,73d60351-66a9-4997-82aa-7afe19c20a3b,0304322e-d67e-40d1-bce1-f34827b14762,c714b279-ac62-4e1c-8e97-2e4fd9188ce9,Other,Sigma Bank,Hosur,Tripura,126.89.45.247,Completed,iOS,2,Travel bookings,Mobile,-34.372764096697104,20,8.790987753510844,0
T10001895,02/12/23,06:49:18,4f4feb79-2a7e-45af-a794-7c35f95cd418,a9b6b8f6-0e5e-4289-ae92-fe699d818b2c,1920732d-614d-43f0-b0bb-8cb5e7ccc0ea,Purchase,UPI Pay,Indore,Maharashtra,179.69.148.9,Failed,Android,39,Travel bookings,In-store,84.10069298261762,26,50.55703659253858,0
T10001896,31/12/23,08:03:35,0caa0794-f81e-44fe-bfa0-8820e224a8a3,670e7c44-6732-497f-bfb0-b148aed0c1b1,d375b743-6638-4610-922c-6bf26ef278da,Purchase,Sigma Bank,Warangal,Himachal Pradesh,62.30.116.177,Pending,iOS,2,Other,Online,29.732440684694247,27,29.098534603628693,0
T10001897,06/08/23,07:36:05,bfb2efd6-fa7c-41ac-860a-2244630b74b7,ea59b8d9-b345-42b9-a15b-18180166cf55,23629104-1ff4-4781-8dde-55cf084ea1b7,Purchase,Alpha Bank,Kozhikode,Sikkim,133.251.143.181,Failed,Windows,4,More Services,Online,-19.780915076772498,13,42.53853560230904,0
T10001898,16/01/24,04:05:19,1f11b168-7b9d-433a-aaee-583b6a7c7b7b,09c5d17e-7adf-4d59-b2f0-14ede091d073,e09ad426-bd42-40e6-8e3a-1a948ee15a5f,Investment,Gamma Bank,Narasaraopet,Mizoram,53.71.252.69,Pending,iOS,0,Utilities,In-store,-93.99029212747637,17,313.94467905061475,1
T10001899,27/12/23,06:09:10,b58fdf67-52f0-4dae-9482-f195305adaf8,b4933790-1b60-4c19-a276-83ed1b1ab828,633350fe-4160-425b-8264-af8b6ce7ba25,Bill Payment,CReditPAY,Bathinda,Maharashtra,19.4.221.242,Completed,Android,2,Financial services and Taxes,In-store,-76.45665990255142,18,392.68152048215586,1
T10001900,15/04/23,12:03:02,305b0327-a955-44e4-85a8-c2bfb146bc61,2fbc3f4c-aa19-4687-a74f-fcdf25cd6aaa,92edccdb-32c4-485d-b42d-941b762c9b2d,Investment,Gamma Bank,Ichalkaranji,Maharashtra,48.176.83.214,Pending,Android,1,Utilities,In-store,-27.454593376811772,18,0.12418172642706442,0
T10001901,01/04/24,07:20:36,f6da554b-426d-4b26-8df4-648632807ceb,b31e2f0e-e43d-49b5-8cfd-9ddb13e7952a,a3fb634f-de45-4b84-814c-dd37ad66d092,Investment,Gamma Bank,Noida,Mizoram,19.74.0.41,Completed,Windows,0,Investment,In-store,-6.837401996502694,7,390.29501840630223,1
T10001902,09/08/23,06:23:12,3778be3d-2dc8-4a9f-9df9-98d06b5c12b3,9432e98b-74fc-41e1-8b90-6283e3279d66,bafd7875-b644-49a5-8991-8cd6c3ee12a3,Other,Dummy Bank,Panvel,Kerala,145.44.233.133,Pending,Android,0,More Services,Mobile,-6.3055731586053705,25,275.79053496688476,1
T10001903,02/03/24,05:35:06,91e0c212-72f3-4aad-a793-b044df6d1ad1,86a22f88-81e4-424f-a4b4-6ea7c93d83bd,2067e6a4-ea63-48c0-9032-315841c5a5a1,Bill Payment,Alpha Bank,Udupi,Tripura,111.138.105.110,Completed,iOS,0,Purchases,In-store,-90.94302683064498,26,27.122178578911758,0
T10001904,14/10/23,04:43:14,c750cf93-a1f9-4626-a1c4-367743a103fe,a3b536ca-db6b-4c00-aeb4-3679dc7109da,50b15de8-3f3c-4c79-8def-c28acafd08d3,Purchase,UPI Pay,Thiruvananthapuram,Manipur,188.153.242.117,Pending,Android,1,Investment,Mobile,4.527414150920478,17,11.746638083965504,0
T10001905,04/06/23,10:35:28,dc5154a2-e8eb-4a97-844d-3f273fa34995,dc54c10d-5558-4f78-9cb0-36d7614a06b8,2bb10d27-057b-4990-9a2c-9db0ad0524e5,Investment,CReditPAY,Jabalpur,Goa,111.207.242.244,Completed,iOS,3,Brand Vouchers and OTT,In-store,2.1192381644644693,28,52.47906549009208,0
T10001906,13/07/23,03:34:40,6cd0e46c-66bc-4575-80ce-9cd92c145952,5c187acb-afd6-402f-8c14-244f05004aec,e2094758-3dc4-4906-8fc7-8a5151bd7eab,Bill Payment,UPI Pay,Bangalore,Chhattisgarh,77.224.30.207,Completed,Android,2,Brand Vouchers and OTT,In-store,-23.37108607728659,29,61.368982413611896,1
T10001907,20/06/23,07:58:40,f2c97873-6c3e-4564-b526-569eccdb1c48,372f4253-9222-4546-9d94-a0124a888ab6,bee66b01-e66c-4178-8e09-24abf5ae7f73,Investment,Alpha Bank,Dewas,Manipur,111.173.148.33,Pending,Android,0,Other,Mobile,43.900069552116086,26,315.41889867584484,1
T10001908,08/07/23,10:16:25,94fb395b-4eb3-4118-a6e3-25a531a4a85e,8f8f484d-2465-4c44-9389-392e6164bc33,1ac21ed5-5584-4f78-a57e-c18004d22bdd,Other,SamplePay,Panvel,Kerala,185.135.51.224,Pending,MacOS,0,Financial services and Taxes,Online,35.41899763372099,18,4592.086198012472,1
T10001909,31/07/23,04:15:36,29c8a144-2d98-4ba9-bd1a-38fab5ed86d7,f6a07001-d0c9-4cf5-a3ec-62147f9f0d40,65c0b219-52e8-4fb3-a34d-6bd4e93a5726,Refund,UPI Pay,Machilipatnam,Uttarakhand,216.115.124.41,Pending,Android,1,More Services,In-store,-82.74096349340181,29,65.3739218140556,0
T10001910,07/09/23,06:59:29,11b03137-721b-4146-a592-0097f348e7ef,8d4450ad-6508-4286-95be-94756ed9ce6f,18407aa4-492b-4723-86d1-8774e976f3bb,Bank Transfer,CReditPAY,Mango,Uttar Pradesh,1.159.31.239,Pending,iOS,3,Financial services and Taxes,In-store,-16.261623386070553,12,26.01382045438366,0
T10001911,17/09/23,03:55:59,37a3f10c-1398-4c3f-a661-f409364944d2,1171b8b4-f591-4bed-8331-27e343237268,f18428c4-2de1-46ad-a81a-a4204e45ce2c,Bank Transfer,Bank of Data,Dharmavaram,Jharkhand,194.4.10.201,Pending,MacOS,0,Other,In-store,-96.72445580826438,19,636.2153475837408,1
T10001912,11/11/23,05:21:33,703a0275-5988-4039-ae0f-c10900acb966,bff463fe-9204-4566-9cce-89a0769bdcc8,7ce79658-c1aa-4922-a23e-df532bd38158,Bill Payment,SamplePay,Dhanbad,Bihar,205.101.212.217,Failed,MacOS,2,Donations and Devotion,Online,-44.564912066159216,1,51.77055118796414,1
T10001913,08/08/23,07:57:57,d4a5efcb-4eb6-4d3a-8132-07bb3e6e13a4,8a8962f9-e84a-4573-ab0b-187311978a21,62e14f64-b0ba-4284-889a-51ac05baf33e,Bank Transfer,SamplePay,Rajpur Sonarpur,Himachal Pradesh,184.108.177.45,Pending,Windows,29,Home delivery,Mobile,-40.90260986611925,19,124.99364876373635,1
T10001914,19/11/23,11:37:26,81c45f38-4555-4f69-9a5a-da4813d733e5,931d7411-c578-440c-a13d-88a5018de4f2,a6b6ca86-1dee-4c01-a897-c6d298067c8b,Investment,Gamma Bank,Jamalpur,Andhra Pradesh,149.111.81.104,Pending,iOS,4,Home delivery,Mobile,60.1146110974924,6,11.6291241078764,0
T10001915,17/03/24,09:19:44,5349108f-2cbd-4c17-b2e7-dba3c32f6cc5,472b41bc-2876-49bc-8e41-940a19eb8afc,619da67d-5f84-480c-b5c9-242eb9ac1a79,Subscription,Gamma Bank,Gandhinagar,Maharashtra,51.122.246.41,Completed,Android,1,Financial services and Taxes,Online,31.405257057714554,16,48.516842880363214,0
T10001916,20/01/24,08:52:52,d68b6f7b-369e-4f79-a90e-e9d3947cff0c,c52038db-4068-4c56-a0ed-2313032b0604,381a0629-6446-4e91-8668-9543072ef426,Investment,SamplePay,Aligarh,Meghalaya,84.246.66.113,Failed,MacOS,0,Financial services and Taxes,Mobile,63.192075927843845,7,18.741516950013512,0
T10001917,16/04/23,09:10:05,c6ce37eb-332d-4e4f-995f-fba48d4dedb9,690bd64f-5c83-41b8-873a-57c9bc6bb132,668b172d-b1ab-438b-9650-358bc8d48494,Bill Payment,Other,Mumbai,Arunachal Pradesh,27.48.57.181,Failed,Android,1,More Services,Online,-55.73095163066117,19,5.833124872926414,0
T10001918,25/02/24,08:24:00,6a6e8b11-15f7-4085-bda6-6670e5f7d261,24bf50f7-9f77-4b8d-b137-7afedbf132ef,2dc0bb50-0b24-4322-91b6-7358a1664a9b,Purchase,CReditPAY,Sonipat,Telangana,152.59.150.64,Failed,Windows,1,More Services,Online,54.55954914836773,27,57.641289991283315,0
T10001919,13/06/23,02:04:05,2b6a8c15-fd43-4b4f-ab43-b53cbf516185,5348a8c4-9dee-4847-a67a-c7674f7205bf,6689bffe-9fb7-4741-9f70-d8bf66a1b027,Purchase,Gamma Bank,Dhanbad,Punjab,13.185.39.142,Pending,Android,9,Donations and Devotion,Online,-65.5527342563544,29,14.030802919924614,0
T10001920,23/11/23,02:54:18,febd1852-6a62-492c-938e-6f86ee86c05f,eb899b15-5516-4a3d-b30a-525e8e1cfa53,a4826ef9-50b3-47cf-b00b-aab69b897d27,Subscription,Gamma Bank,Pudukkottai,Tamil Nadu,59.93.47.18,Failed,Windows,30,Purchases,Mobile,17.888858697591857,8,30.211703867904994,0
T10001921,19/01/24,01:54:37,3db386c5-69e5-402b-a78f-aa441eab755c,03d5285b-7ba9-438a-8008-1e0cda15a1b0,bb6a9600-aed1-45ce-baff-af1e666bbf49,Refund,CReditPAY,Gudivada,Karnataka,72.165.66.60,Pending,Android,4,Travel bookings,Online,33.12932711917874,29,831.7111044818556,1
T10001922,18/05/23,09:37:40,fa871af6-6802-4e13-88bb-52adac0ac2b9,e4c30e77-3d35-41dd-a904-b454c751166b,5685a20f-6849-4d03-950b-be99fb747848,Refund,SamplePay,Tiruvottiyur,Goa,65.230.193.166,Pending,MacOS,1,Travel bookings,Mobile,33.7382286777239,29,11.100836215403604,0
T10001923,04/09/23,05:42:13,c962f9ae-8119-4092-a525-b053aca2e86e,ef52f322-fcaa-4e0d-ac70-9b654487b1d8,f6dacd92-6208-4e26-acbd-23f2c1b692d8,Bank Transfer,Sigma Bank,Gorakhpur,Manipur,39.191.192.78,Completed,iOS,1,Home delivery,Online,65.13753460263042,14,13.560295398954471,0
T10001924,24/01/24,07:26:38,48d0c75c-ee5e-463c-8366-ca526958fbae,f39889a3-88d2-47b5-bac8-0d3e22b88186,281512e0-f6aa-4611-a8c5-352cfc65b9ac,Bank Transfer,Gamma Bank,Morbi,Manipur,79.167.16.118,Completed,Windows,0,More Services,In-store,70.60131329455201,6,1.2802967948454984,0
T10001925,06/01/24,07:16:43,0ce10f1e-2c10-4d7b-8d37-01d8b6f7d4ae,db04c5c7-d6bc-4a05-a670-1d67ecf06609,9b2bf30f-551e-4fd5-97a1-41c9a754a973,Purchase,SamplePay,Jammu,Assam,135.187.241.215,Completed,iOS,3,Home delivery,In-store,77.22079661162468,12,27.199417264693555,0
T10001926,29/01/24,06:03:07,a6f85760-fb0c-40b4-921e-b20e33c66d41,d367b708-b8d8-43e8-a6a9-49e79d041d9c,0d8cc5a5-6ea1-43d3-ad93-221954693b60,Bill Payment,Dummy Bank,Dehri,Karnataka,33.121.22.94,Completed,iOS,7,Home delivery,Mobile,86.04110233304513,22,516.954996770652,1
T10001927,04/02/24,08:02:08,e7966c31-fc96-4487-85d9-af83ac1685b2,fb285702-995d-46d4-a1a3-8ac1c536f680,7692ceaa-840e-41c5-b48b-839a2c2a1cc7,Bill Payment,Alpha Bank,New Delhi,Mizoram,220.76.254.94,Pending,Android,0,Utilities,Mobile,-14.083865230021893,6,68.2597103817401,0
T10001928,25/07/23,04:46:40,805ef1e6-c32f-4a09-bc35-05d61b13b626,e90504f1-b221-4261-91ba-8132ae710510,804d6669-3145-4fdf-9c74-01a4b27e524e,Subscription,Other,Hyderabad,Himachal Pradesh,84.130.34.2,Failed,Android,2,Purchases,Online,74.90266063708704,25,36.71566976489751,0
T10001929,09/04/24,02:41:37,81c2c82f-14a3-4525-9260-3ba70edf4a70,cbadb5e9-cba2-47e6-ad0a-d93115fbfc91,eed3c44b-a126-473c-b31e-4a3942eb9748,Bank Transfer,UPI Pay,Anantapuram,Manipur,178.216.133.124,Completed,Windows,3,Utilities,Online,88.58398918362884,11,42.083172896013764,0
T10001930,26/07/23,00:59:43,03700c92-f20d-40be-969a-73dcbc2a1cfa,729424a5-a18a-429f-b737-76f2ec053979,f118b664-cac7-4e63-b1b9-907010019004,Bill Payment,CReditPAY,Panipat,Haryana,10.114.94.39,Failed,Android,0,More Services,In-store,-88.89497877139077,16,8.136990250804876,0
T10001931,16/01/24,09:34:14,df56040d-e7cf-4406-bd48-93db0064f522,57d6ebb4-e0ad-4380-85d2-363f027626a3,525a4d41-2959-43cd-8e38-36dc218e64a0,Refund,Dummy Bank,Ambattur,Mizoram,104.254.77.252,Pending,MacOS,12,Travel bookings,In-store,48.09037547271686,23,39.91732173725313,0
T10001932,29/04/23,07:25:24,6fdc1ad5-1438-46b6-b015-1f74e140a438,c45b8ecf-ff32-42ef-a5a5-068ed9ef30f5,b5c91be9-e96b-41e8-8c85-b437ffc087ab,Subscription,CReditPAY,Tumkur,Assam,157.26.249.82,Pending,Windows,29,Brand Vouchers and OTT,Mobile,63.07324277072484,24,55.86921209360905,0
T10001933,18/08/23,02:57:56,43481097-d41c-4641-9e61-88e9df1c4e1f,2af393f8-c1c8-49a1-b638-7d7b2f97aefc,1c77e743-bb0e-43f0-9b02-55dc8a9454c9,Refund,CReditPAY,Bhiwani,Chhattisgarh,2.0.151.213,Pending,Android,1,Home delivery,Mobile,-93.97908678870535,20,160.98266591697094,0
T10001934,15/06/23,10:13:21,43739fa8-a966-4931-9892-8cd6839cfcf2,76077d75-b664-49e0-b8f7-d6bf26ff5fa8,987247ef-b738-4a07-ade8-602323d9a6fb,Refund,SamplePay,Haridwar,Mizoram,98.143.120.254,Completed,Windows,2,Travel bookings,Mobile,55.635021758283315,4,9.442691175706102,0
T10001935,27/10/23,09:47:28,af09c501-0554-462c-a89e-af94c8234818,123a8afe-a16a-401b-bad9-5f2b55b7dc80,aeea4711-90af-4c22-97ba-00e59c22e413,Investment,SamplePay,Raebareli,Sikkim,72.111.57.202,Pending,Windows,1,Donations and Devotion,Online,-98.07753521654448,0,18.54327224578386,0
T10001936,07/10/23,09:38:40,96392081-a059-4fce-a00c-3ef65b8d784d,cc368eaf-cb57-4bb1-9338-107b3c849e72,b6513b4b-726a-4e50-a46a-879e950fb1dd,Bank Transfer,CReditPAY,Mangalore,Tripura,128.226.125.203,Completed,iOS,1,Other,In-store,-40.50938748773859,24,151.00175604627282,1
T10001937,20/05/23,06:28:28,9efa5952-730d-4229-b182-f38f218e1d58,2e3a50f8-4286-4125-8299-bee3778f796c,05d73ea8-57d3-4e24-8c50-0acb09d35444,Bank Transfer,Sigma Bank,Nanded,Maharashtra,77.32.236.185,Pending,Android,29,Utilities,In-store,9.91220622645457,31,14.992585248318182,0
T10001938,22/03/24,04:28:30,b96dd3be-dd0b-4650-bfe1-7274e8f78852,83f306d3-f19c-4498-a0ec-7b6906e50ec3,476ba25e-2783-425c-b8c0-0eec5e6af61a,Bill Payment,Sigma Bank,Nagaon,Chhattisgarh,85.218.192.81,Pending,MacOS,1,Brand Vouchers and OTT,In-store,-16.604583312254775,2,50.14199988070577,0
T10001939,25/02/24,09:05:39,6a6e8b11-15f7-4085-bda6-6670e5f7d261,24bf50f7-9f77-4b8d-b137-7afedbf132ef,2dc0bb50-0b24-4322-91b6-7358a1664a9b,Purchase,CReditPAY,Sonipat,Telangana,152.59.150.64,Failed,Windows,2,More Services,Online,40.38894967614499,28,58.41478803556316,0
T10001940,01/01/24,05:42:09,e36bbdd5-f2e2-4693-af6f-35eaf01a28ee,1ac3dfa1-c6f5-4172-93c8-3ce570ebc10f,c966eba6-6ff1-4a2a-a0a7-36f5ddac7935,Refund,Alpha Bank,Nizamabad,Punjab,35.46.46.86,Failed,Windows,1,Financial services and Taxes,Online,-86.81871591271477,13,245.18924818870278,1
T10001941,03/07/23,11:58:46,853a1e8f-96ed-4a13-a1bd-9e4f25cb0d1b,e60dd25a-1d50-44f7-b7c3-c79a40a48447,8061fa96-8d98-41f7-a5ec-249aebb67175,Investment,Sigma Bank,Kishanganj,Manipur,196.218.171.229,Failed,iOS,1,Investment,In-store,73.65035938002953,7,0.4411879072330097,0
T10001942,20/02/24,10:49:13,60987d1b-7018-402c-ab73-d1eca595e12e,da9a1f77-34d5-48bb-8b44-a768b1e90bf0,1d1c360e-0380-4333-af26-861ea21e5000,Other,Bank of Data,South Dumdum,Assam,204.56.134.99,Pending,MacOS,0,Travel bookings,Online,82.5690077291194,6,92.19412389225336,0
T10001943,19/02/24,11:46:58,4eed23d4-26a2-4867-94f9-2404cdc8f85d,309b0ae6-04ad-4b79-aa23-2137143a4890,3b25abbc-fa93-4eb5-9acd-63b4f25f04d0,Refund,SamplePay,Rajahmundry,Arunachal Pradesh,53.51.163.44,Completed,Windows,4,Investment,Online,87.01386272944006,25,12.491901308921397,0
T10001944,03/06/23,06:32:59,c5df7942-3c6b-45a3-bcec-9115b31b9757,ee7634c1-62ae-461c-ba67-5ba71db72e83,b1953634-30ce-4667-99d3-f29797d6d9a0,Investment,Gamma Bank,Saharanpur,Madhya Pradesh,61.195.227.138,Pending,iOS,3,Brand Vouchers and OTT,Mobile,-51.6391505838044,20,29.11765950847674,0
T10001945,11/08/23,10:42:44,5c9e714e-04f6-4f3d-b24a-dde2be4dc1af,67a97f23-7005-4100-90b6-0a23d5401140,3fbde290-f73c-4cd1-b87d-ec022bcd7a9a,Bank Transfer,Other,Jamnagar,Uttarakhand,115.29.137.240,Failed,iOS,1,Purchases,In-store,101.96493595647875,26,49.694331434305546,0
T10001946,26/07/23,11:27:43,06a7cb85-8e62-441d-b282-dbc1ac82f76d,a53e88ab-71e4-452a-a771-c5bc570e9cfa,c17a6d85-379f-4ef9-a194-2c31c08e6a61,Subscription,Alpha Bank,Parbhani,Tamil Nadu,144.36.129.133,Failed,Android,1,Investment,In-store,2.56270515229257,21,36.464821154887964,0
T10001947,12/10/23,10:48:22,15b13ee7-fd3e-4b0d-9697-6267b5a7fee7,53220467-49a5-410d-9d32-3da2de993d89,37c3e965-880d-4b83-b3a5-33e833fb329f,Other,Other,Pallavaram,Odisha,154.129.122.201,Completed,iOS,0,Home delivery,In-store,-77.0060970122485,15,12.501681478633204,0
T10001948,13/10/23,08:36:17,9e0eb107-363c-4fb3-8229-f1ce468a319d,c6560d7a-fc95-4293-8448-8df0b04cba00,0a84d879-2cb0-4c0f-bb30-bb00a86e5878,Other,UPI Pay,Bokaro,Mizoram,96.225.48.1,Completed,Windows,0,Travel bookings,Mobile,-10.566540374351552,7,37.37198289361597,0
T10001949,04/07/23,08:33:15,1c2bdbea-b731-4b71-beca-cff446ebf453,8106b76b-d095-471a-b2fc-fe764bfb238b,20579734-a683-44e4-8ad4-889e78c99566,Bank Transfer,UPI Pay,Mysore,Tripura,17.194.121.219,Completed,MacOS,0,Purchases,Mobile,-21.34085142798411,14,367.5829935522967,1
T10001950,04/05/23,02:26:50,d35e6206-3c24-4559-99b4-f7f9c15d9fa4,f98cb50a-ac80-442c-b6a2-64320037a92d,ea4eb02f-28bd-4ee3-9353-21b0aa299855,Bank Transfer,Bank of Data,Udupi,Manipur,170.64.230.43,Pending,iOS,3,Brand Vouchers and OTT,Mobile,34.24549657746857,7,1954.7146790120896,0
T10001951,14/11/23,05:04:04,56c4df6f-038c-4bda-b56c-7a9880c9255f,616ec6e7-93de-489c-a83f-2607843215e8,07eb0ed4-ff88-4c27-a193-4d3cea826212,Other,UPI Pay,Panipat,Gujarat,68.243.51.238,Completed,Android,0,Investment,In-store,-32.23998978798994,7,5.783242648194207,0
T10001952,26/12/23,02:55:42,404d5a81-abc2-4ba8-a0d8-31dccf559e53,a7b1aba9-8c75-459a-8579-a11c7f01f280,bded8d8a-2c5c-4814-bc29-7f01e1599588,Subscription,Alpha Bank,Rajahmundry,Gujarat,154.226.98.254,Failed,MacOS,1,Financial services and Taxes,Online,47.28403990657891,12,12.888630696917733,0
T10001953,18/12/23,03:29:46,3f225734-2de1-41ec-b7ee-7fc82d4a7422,70619e50-7d13-4c80-848a-453927008e0a,f25e32f0-114c-44f3-9843-61c1cb18557c,Bank Transfer,Sigma Bank,Bhopal,Arunachal Pradesh,42.55.114.146,Pending,MacOS,0,Financial services and Taxes,In-store,57.193039851380874,13,10.340561891992206,0
T10001954,18/05/23,02:59:37,b3095fc6-d4b5-487b-9e16-789f4b986e4b,88087026-1247-47ca-a341-81199701b83b,4e492743-a3b0-45b6-a427-e867df16945a,Bank Transfer,Other,Phagwara,Nagaland,215.9.145.243,Failed,Android,0,Financial services and Taxes,Mobile,-0.8101714835007868,2,55.0113002313867,0
T10001955,15/10/23,06:53:34,e10a34cb-689f-4258-a11d-39f050e72609,8c7cb5dd-0980-41b4-a327-a6ec01e46337,677107b3-d344-4346-923c-e39fb64e1649,Subscription,Gamma Bank,Serampore,Chhattisgarh,106.127.89.145,Pending,Windows,2,Home delivery,Online,1.525457302227838,29,60.41484927034731,0
T10001956,20/11/23,01:38:49,c06197b4-05ca-4fe7-9f8c-8062f1324c69,6842e08a-3237-4c98-8868-3d7ed702548d,d2f3fc07-d5f1-4ef9-89d1-f71d77aceb97,Bank Transfer,CReditPAY,Mathura,Uttar Pradesh,178.138.41.3,Pending,iOS,5,Investment,Mobile,-46.354070590366256,23,21.133497404863203,0
T10001957,11/12/23,11:52:18,2819cab3-a818-4a68-96c1-62dd0a2f81c1,375759ca-b6b9-4196-b37e-9e03f30adb74,a071d0f4-bf1d-47e1-b34b-6d66ce31c42a,Bill Payment,Alpha Bank,Tiruvottiyur,Karnataka,145.180.168.210,Failed,iOS,3,Home delivery,In-store,91.17842625705487,22,17.307035903177677,0
T10001958,29/03/24,06:34:52,bc36c461-1f02-4c95-a2c0-5e792229d687,5c81c88c-3a15-4126-9c5a-705c7bcea0fc,b5cc78ad-b3e9-45b0-bc8e-e323483ee818,Subscription,Bank of Data,Kurnool,Arunachal Pradesh,186.241.36.111,Completed,iOS,0,Financial services and Taxes,Online,-73.4933840999007,12,1.6318444027026189,0
